,estado,estado_ab,condado,partido,candidato,votos,fraccion_votos
7198,Kentucky,KY,Nicholas,Democrat,Hillary Clinton,353,0.422
7200,Kentucky,KY,Ohio,Democrat,Hillary Clinton,778,0.413
7202,Kentucky,KY,Oldham,Democrat,Hillary Clinton,2730,0.524
7204,Kentucky,KY,Owen,Democrat,Hillary Clinton,453,0.346
7206,Kentucky,KY,Owsley,Democrat,Hillary Clinton,77,0.433
7208,Kentucky,KY,Pendleton,Democrat,Hillary Clinton,388,0.366
7210,Kentucky,KY,Perry,Democrat,Hillary Clinton,839,0.3
7212,Kentucky,KY,Pike,Democrat,Hillary Clinton,2335,0.261
7214,Kentucky,KY,Powell,Democrat,Hillary Clinton,623,0.424
7216,Kentucky,KY,Pulaski,Democrat,Hillary Clinton,1169,0.474
7218,Kentucky,KY,Robertson,Democrat,Hillary Clinton,95,0.32
7220,Kentucky,KY,Rockcastle,Democrat,Hillary Clinton,238,0.457
7222,Kentucky,KY,Rowan,Democrat,Hillary Clinton,1170,0.44
7224,Kentucky,KY,Russell,Democrat,Hillary Clinton,343,0.482
7226,Kentucky,KY,Scott,Democrat,Hillary Clinton,2505,0.486
7228,Kentucky,KY,Shelby,Democrat,Hillary Clinton,2195,0.478
7230,Kentucky,KY,Simpson,Democrat,Hillary Clinton,708,0.459
7232,Kentucky,KY,Spencer,Democrat,Hillary Clinton,673,0.427
7234,Kentucky,KY,Taylor,Democrat,Hillary Clinton,949,0.503
7236,Kentucky,KY,Todd,Democrat,Hillary Clinton,333,0.351
7238,Kentucky,KY,Trigg,Democrat,Hillary Clinton,604,0.408
7240,Kentucky,KY,Trimble,Democrat,Hillary Clinton,415,0.383
7242,Kentucky,KY,Union,Democrat,Hillary Clinton,672,0.299
7244,Kentucky,KY,Warren,Democrat,Hillary Clinton,4829,0.449
7246,Kentucky,KY,Washington,Democrat,Hillary Clinton,601,0.47
7248,Kentucky,KY,Wayne,Democrat,Hillary Clinton,502,0.556
7250,Kentucky,KY,Webster,Democrat,Hillary Clinton,693,0.287
7252,Kentucky,KY,Whitley,Democrat,Hillary Clinton,522,0.525
7254,Kentucky,KY,Wolfe,Democrat,Hillary Clinton,414,0.421
7256,Kentucky,KY,Woodford,Democrat,Hillary Clinton,1862,0.463
7738,Louisiana,LA,Acadia,Democrat,Hillary Clinton,1862,0.537
7740,Louisiana,LA,Allen,Democrat,Hillary Clinton,536,0.551
7742,Louisiana,LA,Ascension,Democrat,Hillary Clinton,4221,0.711
7744,Louisiana,LA,Assumption,Democrat,Hillary Clinton,1139,0.714
7746,Louisiana,LA,Avoyelles,Democrat,Hillary Clinton,1181,0.64
7748,Louisiana,LA,Beauregard,Democrat,Hillary Clinton,679,0.535
7750,Louisiana,LA,Bienville,Democrat,Hillary Clinton,1056,0.769
7752,Louisiana,LA,Bossier,Democrat,Hillary Clinton,2919,0.665
7754,Louisiana,LA,Caddo,Democrat,Hillary Clinton,16666,0.798
7756,Louisiana,LA,Calcasieu,Democrat,Hillary Clinton,6594,0.657
7758,Louisiana,LA,Caldwell,Democrat,Hillary Clinton,250,0.564
7760,Louisiana,LA,Cameron,Democrat,Hillary Clinton,123,0.374
7762,Louisiana,LA,Catahoula,Democrat,Hillary Clinton,431,0.606
7764,Louisiana,LA,Claiborne,Democrat,Hillary Clinton,768,0.763
7766,Louisiana,LA,Concordia,Democrat,Hillary Clinton,1830,0.767
7768,Louisiana,LA,DeSoto,Democrat,Hillary Clinton,1508,0.771
7770,Louisiana,LA,East Baton Rouge,Democrat,Hillary Clinton,32960,0.784
7772,Louisiana,LA,East Carroll,Democrat,Hillary Clinton,508,0.88
7774,Louisiana,LA,East Feliciana,Democrat,Hillary Clinton,1847,0.776
7776,Louisiana,LA,Evangeline,Democrat,Hillary Clinton,1319,0.631
7778,Louisiana,LA,Franklin,Democrat,Hillary Clinton,650,0.655
7780,Louisiana,LA,Grant,Democrat,Hillary Clinton,367,0.486
7782,Louisiana,LA,Iberia,Democrat,Hillary Clinton,2171,0.664
7784,Louisiana,LA,Iberville,Democrat,Hillary Clinton,3699,0.696
7786,Louisiana,LA,Jackson,Democrat,Hillary Clinton,827,0.659
7788,Louisiana,LA,Jeff Davis,Democrat,Hillary Clinton,738,0.56
7790,Louisiana,LA,Jefferson,Democrat,Hillary Clinton,17581,0.677
7792,Louisiana,LA,LaSalle,Democrat,Hillary Clinton,136,0.302
7794,Louisiana,LA,Lafayette,Democrat,Hillary Clinton,5920,0.597
7796,Louisiana,LA,Lafourche,Democrat,Hillary Clinton,2512,0.505
7798,Louisiana,LA,Lincoln,Democrat,Hillary Clinton,1692,0.753
7800,Louisiana,LA,Livingston,Democrat,Hillary Clinton,1633,0.454
7802,Louisiana,LA,Madison,Democrat,Hillary Clinton,722,0.823
7804,Louisiana,LA,Morehouse,Democrat,Hillary Clinton,1513,0.788
7806,Louisiana,LA,Natchitoches,Democrat,Hillary Clinton,2545,0.681
7808,Louisiana,LA,Orleans,Democrat,Hillary Clinton,40601,0.747
7810,Louisiana,LA,Ouachita,Democrat,Hillary Clinton,8995,0.786
7812,Louisiana,LA,Plaquemines,Democrat,Hillary Clinton,674,0.716
7814,Louisiana,LA,Pointe Coupee,Democrat,Hillary Clinton,1680,0.767
7816,Louisiana,LA,Rapides,Democrat,Hillary Clinton,4722,0.713
7818,Louisiana,LA,Red River,Democrat,Hillary Clinton,530,0.753
7820,Louisiana,LA,Richland,Democrat,Hillary Clinton,696,0.761
7822,Louisiana,LA,Sabine,Democrat,Hillary Clinton,387,0.498
7824,Louisiana,LA,St. Bernard,Democrat,Hillary Clinton,1057,0.623
7826,Louisiana,LA,St. Charles,Democrat,Hillary Clinton,2245,0.692
7828,Louisiana,LA,St. Helena,Democrat,Hillary Clinton,1407,0.838
7830,Louisiana,LA,St. James,Democrat,Hillary Clinton,2114,0.822
7832,Louisiana,LA,St. John the Baptist,Democrat,Hillary Clinton,3818,0.848
7834,Louisiana,LA,St. Landry,Democrat,Hillary Clinton,4606,0.741
7836,Louisiana,LA,St. Martin,Democrat,Hillary Clinton,1869,0.665
7838,Louisiana,LA,St. Mary,Democrat,Hillary Clinton,1995,0.729
7840,Louisiana,LA,St. Tammany,Democrat,Hillary Clinton,5996,0.572
7842,Louisiana,LA,Tangipahoa,Democrat,Hillary Clinton,4267,0.657
7844,Louisiana,LA,Tensas,Democrat,Hillary Clinton,492,0.828
7846,Louisiana,LA,Terrebonne,Democrat,Hillary Clinton,2647,0.667
7848,Louisiana,LA,Union,Democrat,Hillary Clinton,822,0.687
7850,Louisiana,LA,Vermilion,Democrat,Hillary Clinton,1002,0.54
7852,Louisiana,LA,Vernon,Democrat,Hillary Clinton,610,0.495
7854,Louisiana,LA,Washington,Democrat,Hillary Clinton,1663,0.693
7856,Louisiana,LA,Webster,Democrat,Hillary Clinton,1878,0.748
7858,Louisiana,LA,West Baton Rouge,Democrat,Hillary Clinton,2178,0.734
7860,Louisiana,LA,West Carroll,Democrat,Hillary Clinton,171,0.49
7862,Louisiana,LA,West Feliciana,Democrat,Hillary Clinton,902,0.801
7864,Louisiana,LA,Winn,Democrat,Hillary Clinton,488,0.635
8122,Maine,ME,Abbot,Democrat,Hillary Clinton,0,0.0
8124,Maine,ME,Acton,Democrat,Hillary Clinton,2,0.4
8126,Maine,ME,Addison,Democrat,Hillary Clinton,1,0.5
8128,Maine,ME,Albion,Democrat,Hillary Clinton,1,0.333
8130,Maine,ME,Alexander,Democrat,Hillary Clinton,0,0.0
8132,Maine,ME,Alfred,Democrat,Hillary Clinton,3,0.375
8134,Maine,ME,Allagash,Democrat,Hillary Clinton,0,0.0
8136,Maine,ME,Alna,Democrat,Hillary Clinton,1,0.333
8138,Maine,ME,Alton,Democrat,Hillary Clinton,1,0.5
8140,Maine,ME,Amherst,Democrat,Hillary Clinton,0,0.0
8142,Maine,ME,Amity,Democrat,Hillary Clinton,1,1.0
8144,Maine,ME,Andover,Democrat,Hillary Clinton,0,0.0
8146,Maine,ME,Anson,Democrat,Hillary Clinton,2,0.4
8148,Maine,ME,Appleton,Democrat,Hillary Clinton,1,0.25
8150,Maine,ME,Aroostook Cty Townships,Democrat,Hillary Clinton,0,0.0
8152,Maine,ME,Arrowsic,Democrat,Hillary Clinton,2,0.667
8154,Maine,ME,Arundel,Democrat,Hillary Clinton,3,0.3
8156,Maine,ME,Ashland,Democrat,Hillary Clinton,1,0.333
8158,Maine,ME,Athens,Democrat,Hillary Clinton,0,0.0
8160,Maine,ME,Atkinson,Democrat,Hillary Clinton,1,1.0
8162,Maine,ME,Auburn,Democrat,Hillary Clinton,18,0.353
8164,Maine,ME,Augusta,Democrat,Hillary Clinton,19,0.388
8166,Maine,ME,Aurora,Democrat,Hillary Clinton,0,0.0
8168,Maine,ME,Avon,Democrat,Hillary Clinton,1,1.0
8170,Maine,ME,Baileyville,Democrat,Hillary Clinton,1,0.333
8172,Maine,ME,Baldwin,Democrat,Hillary Clinton,1,0.333
8174,Maine,ME,Bancroft,Democrat,Hillary Clinton,0,0.0
8176,Maine,ME,Bangor,Democrat,Hillary Clinton,26,0.325
8178,Maine,ME,Bar Harbor,Democrat,Hillary Clinton,6,0.286
8180,Maine,ME,Baring Plt.,Democrat,Hillary Clinton,0,0.0
8182,Maine,ME,Bath,Democrat,Hillary Clinton,9,0.321
8184,Maine,ME,Beals,Democrat,Hillary Clinton,0,0.0
8186,Maine,ME,Beaver Cove,Democrat,Hillary Clinton,1,1.0
8188,Maine,ME,Beddington,Democrat,Hillary Clinton,1,1.0
8190,Maine,ME,Belfast,Democrat,Hillary Clinton,7,0.292
8192,Maine,ME,Belgrade,Democrat,Hillary Clinton,4,0.444
8194,Maine,ME,Belmont,Democrat,Hillary Clinton,0,0.0
8196,Maine,ME,Benton,Democrat,Hillary Clinton,2,0.333
8198,Maine,ME,Berwick,Democrat,Hillary Clinton,3,0.25
8200,Maine,ME,Bethel,Democrat,Hillary Clinton,2,0.25
8202,Maine,ME,Biddeford,Democrat,Hillary Clinton,17,0.354
8204,Maine,ME,Bingham,Democrat,Hillary Clinton,0,0.0
8206,Maine,ME,Blaine,Democrat,Hillary Clinton,0,0.0
8208,Maine,ME,Blue Hill,Democrat,Hillary Clinton,3,0.3
8210,Maine,ME,Boothbay,Democrat,Hillary Clinton,4,0.444
8212,Maine,ME,Boothbay Harbor,Democrat,Hillary Clinton,0,0.0
8214,Maine,ME,Bowdoin,Democrat,Hillary Clinton,2,0.333
8216,Maine,ME,Bowdoinham,Democrat,Hillary Clinton,3,0.333
8218,Maine,ME,Bowerbank,Democrat,Hillary Clinton,0,0.0
8220,Maine,ME,Bradford,Democrat,Hillary Clinton,1,0.5
8222,Maine,ME,Bradley,Democrat,Hillary Clinton,0,0.0
8224,Maine,ME,Bremen,Democrat,Hillary Clinton,0,0.0
8226,Maine,ME,Brewer,Democrat,Hillary Clinton,7,0.318
8228,Maine,ME,Bridgewater,Democrat,Hillary Clinton,0,0.0
8230,Maine,ME,Bridgton,Democrat,Hillary Clinton,0,0.0
8232,Maine,ME,Brighton Plt.,Democrat,Hillary Clinton,0,0.0
8234,Maine,ME,Bristol,Democrat,Hillary Clinton,3,0.333
8236,Maine,ME,Brooklin,Democrat,Hillary Clinton,2,0.5
8238,Maine,ME,Brooks,Democrat,Hillary Clinton,0,0.0
8240,Maine,ME,Brooksville,Democrat,Hillary Clinton,2,0.5
8242,Maine,ME,Brownfield,Democrat,Hillary Clinton,0,0.0
8244,Maine,ME,Brownville,Democrat,Hillary Clinton,1,0.333
8246,Maine,ME,Brunswick,Democrat,Hillary Clinton,34,0.436
8248,Maine,ME,Buckfield,Democrat,Hillary Clinton,0,0.0
8250,Maine,ME,Bucksport,Democrat,Hillary Clinton,4,0.364
8252,Maine,ME,Burlington,Democrat,Hillary Clinton,0,0.0
8254,Maine,ME,Burnham,Democrat,Hillary Clinton,1,0.5
8256,Maine,ME,Buxton,Democrat,Hillary Clinton,5,0.278
8258,Maine,ME,Byron,Democrat,Hillary Clinton,0,0.0
8260,Maine,ME,Calais,Democrat,Hillary Clinton,2,0.333
8262,Maine,ME,Cambridge,Democrat,Hillary Clinton,0,0.0
8264,Maine,ME,Camden,Democrat,Hillary Clinton,8,0.348
8266,Maine,ME,Canaan,Democrat,Hillary Clinton,2,0.4
8268,Maine,ME,Canton,Democrat,Hillary Clinton,0,0.0
8270,Maine,ME,Cape Elizabeth,Democrat,Hillary Clinton,20,0.513
8272,Maine,ME,Caratunk,Democrat,Hillary Clinton,0,0.0
8274,Maine,ME,Caribou,Democrat,Hillary Clinton,9,0.5
8276,Maine,ME,Carmel,Democrat,Hillary Clinton,1,0.2
8278,Maine,ME,Carrabassett Valley,Democrat,Hillary Clinton,1,0.5
8280,Maine,ME,Carroll Plt.,Democrat,Hillary Clinton,0,0.0
8282,Maine,ME,Carthage,Democrat,Hillary Clinton,0,0.0
8284,Maine,ME,Cary Plt.,Democrat,Hillary Clinton,0,0.0
8286,Maine,ME,Casco,Democrat,Hillary Clinton,2,0.286
8288,Maine,ME,Castine,Democrat,Hillary Clinton,1,0.333
8290,Maine,ME,Castle Hill,Democrat,Hillary Clinton,0,0.0
8292,Maine,ME,Caswell,Democrat,Hillary Clinton,1,1.0
8294,Maine,ME,Chapman,Democrat,Hillary Clinton,0,0.0
8296,Maine,ME,Charleston,Democrat,Hillary Clinton,1,0.5
8298,Maine,ME,Charlotte,Democrat,Hillary Clinton,0,0.0
8300,Maine,ME,Chebeague Island,Democrat,Hillary Clinton,1,0.5
8302,Maine,ME,Chelsea,Democrat,Hillary Clinton,3,0.5
8304,Maine,ME,Cherryfield,Democrat,Hillary Clinton,1,0.333
8306,Maine,ME,Chester,Democrat,Hillary Clinton,0,0.0
8308,Maine,ME,Chesterville,Democrat,Hillary Clinton,1,0.333
8310,Maine,ME,China,Democrat,Hillary Clinton,4,0.4
8312,Maine,ME,Clifton,Democrat,Hillary Clinton,0,0.0
8314,Maine,ME,Clinton,Democrat,Hillary Clinton,3,0.429
8316,Maine,ME,Columbia,Democrat,Hillary Clinton,0,0.0
8318,Maine,ME,Columbia Falls,Democrat,Hillary Clinton,0,0.0
8320,Maine,ME,Cooper,Democrat,Hillary Clinton,0,0.0
8322,Maine,ME,Coplin Plt.,Democrat,Hillary Clinton,0,0.0
8324,Maine,ME,Corinna,Democrat,Hillary Clinton,2,0.5
8326,Maine,ME,Corinth,Democrat,Hillary Clinton,2,0.5
8328,Maine,ME,Cornish,Democrat,Hillary Clinton,1,0.333
8330,Maine,ME,Cornville,Democrat,Hillary Clinton,1,0.333
8332,Maine,ME,Cranberry Isles,Democrat,Hillary Clinton,0,0.0
8334,Maine,ME,Crawford,Democrat,Hillary Clinton,1,1.0
8336,Maine,ME,Crystal,Democrat,Hillary Clinton,0,0.0
8338,Maine,ME,Cumberland,Democrat,Hillary Clinton,12,0.444
8340,Maine,ME,Cushing,Democrat,Hillary Clinton,1,0.333
8342,Maine,ME,Cutler,Democrat,Hillary Clinton,0,0.0
8344,Maine,ME,Cyr Plt.,Democrat,Hillary Clinton,0,0.0
8346,Maine,ME,Dallas Plt.,Democrat,Hillary Clinton,0,0.0
8348,Maine,ME,Damariscotta,Democrat,Hillary Clinton,3,0.375
8350,Maine,ME,Danforth,Democrat,Hillary Clinton,0,0.0
8352,Maine,ME,Dayton,Democrat,Hillary Clinton,1,0.25
8354,Maine,ME,Deblois,Democrat,Hillary Clinton,0,0.0
8356,Maine,ME,Dedham,Democrat,Hillary Clinton,1,0.25
8358,Maine,ME,Deer Isle,Democrat,Hillary Clinton,2,0.333
8360,Maine,ME,Denmark,Democrat,Hillary Clinton,1,0.333
8362,Maine,ME,Dennistown Plt.,Democrat,Hillary Clinton,0,0.0
8364,Maine,ME,Dennysville,Democrat,Hillary Clinton,0,0.0
8366,Maine,ME,Detroit,Democrat,Hillary Clinton,0,0.0
8368,Maine,ME,Dexter,Democrat,Hillary Clinton,2,0.286
8370,Maine,ME,Dixfield,Democrat,Hillary Clinton,1,0.25
8372,Maine,ME,Dixmont,Democrat,Hillary Clinton,1,0.333
8374,Maine,ME,Dover-Foxcroft,Democrat,Hillary Clinton,3,0.333
8376,Maine,ME,Dresden,Democrat,Hillary Clinton,2,0.4
8378,Maine,ME,Drew Plt.,Democrat,Hillary Clinton,0,0.0
8380,Maine,ME,Durham,Democrat,Hillary Clinton,3,0.333
8382,Maine,ME,Dyer Brook,Democrat,Hillary Clinton,0,0.0
8384,Maine,ME,Eagle Lake,Democrat,Hillary Clinton,2,0.667
8386,Maine,ME,East Machias,Democrat,Hillary Clinton,1,0.333
8388,Maine,ME,East Millinocket,Democrat,Hillary Clinton,4,0.571
8390,Maine,ME,Eastbrook,Democrat,Hillary Clinton,0,0.0
8392,Maine,ME,Easton,Democrat,Hillary Clinton,1,0.5
8394,Maine,ME,Eastport,Democrat,Hillary Clinton,2,0.4
8396,Maine,ME,Eddington,Democrat,Hillary Clinton,1,0.2
8398,Maine,ME,Edgecomb,Democrat,Hillary Clinton,1,0.25
8400,Maine,ME,Edinburg,Democrat,Hillary Clinton,1,1.0
8402,Maine,ME,Eliot,Democrat,Hillary Clinton,6,0.353
8404,Maine,ME,Ellsworth,Democrat,Hillary Clinton,7,0.368
8406,Maine,ME,Embden,Democrat,Hillary Clinton,0,0.0
8408,Maine,ME,Enfield,Democrat,Hillary Clinton,1,0.333
8410,Maine,ME,Etna,Democrat,Hillary Clinton,0,0.0
8412,Maine,ME,Eustis,Democrat,Hillary Clinton,0,0.0
8414,Maine,ME,Exeter,Democrat,Hillary Clinton,0,0.0
8416,Maine,ME,Fairfield,Democrat,Hillary Clinton,6,0.4
8418,Maine,ME,Falmouth,Democrat,Hillary Clinton,19,0.475
8420,Maine,ME,Farmingdale,Democrat,Hillary Clinton,4,0.444
8422,Maine,ME,Farmington,Democrat,Hillary Clinton,3,0.158
8424,Maine,ME,Fayette,Democrat,Hillary Clinton,1,0.25
8426,Maine,ME,Fort Fairfield,Democrat,Hillary Clinton,4,0.5
8428,Maine,ME,Fort Kent,Democrat,Hillary Clinton,6,0.5
8430,Maine,ME,Frankfort,Democrat,Hillary Clinton,0,0.0
8432,Maine,ME,Franklin,Democrat,Hillary Clinton,1,0.333
8434,Maine,ME,Franklin Cty Townships,Democrat,Hillary Clinton,0,0.0
8436,Maine,ME,Freedom,Democrat,Hillary Clinton,0,0.0
8438,Maine,ME,Freeport,Democrat,Hillary Clinton,12,0.364
8440,Maine,ME,Frenchboro,Democrat,Hillary Clinton,0,0.0
8442,Maine,ME,Frenchville,Democrat,Hillary Clinton,3,0.75
8444,Maine,ME,Friendship,Democrat,Hillary Clinton,1,0.333
8446,Maine,ME,Frye Island,Democrat,Hillary Clinton,0,0.0
8448,Maine,ME,Fryeburg,Democrat,Hillary Clinton,2,0.286
8450,Maine,ME,Gardiner,Democrat,Hillary Clinton,7,0.438
8452,Maine,ME,Garfield Plt.,Democrat,Hillary Clinton,0,0.0
8454,Maine,ME,Garland,Democrat,Hillary Clinton,0,0.0
8456,Maine,ME,Georgetown,Democrat,Hillary Clinton,2,0.5
8458,Maine,ME,Gilead,Democrat,Hillary Clinton,0,0.0
8460,Maine,ME,Glenburn,Democrat,Hillary Clinton,3,0.333
8462,Maine,ME,Glenwood Plt.,Democrat,Hillary Clinton,0,0.0
8464,Maine,ME,Gorham,Democrat,Hillary Clinton,13,0.31
8466,Maine,ME,Gouldsboro,Democrat,Hillary Clinton,1,0.25
8468,Maine,ME,Grand Isle,Democrat,Hillary Clinton,1,0.5
8470,Maine,ME,Grand Lake Stream Plt,Democrat,Hillary Clinton,0,0.0
8472,Maine,ME,Gray,Democrat,Hillary Clinton,6,0.316
8474,Maine,ME,Great Pond,Democrat,Hillary Clinton,0,0.0
8476,Maine,ME,Greenbush,Democrat,Hillary Clinton,0,0.0
8478,Maine,ME,Greene,Democrat,Hillary Clinton,2,0.286
8480,Maine,ME,Greenville,Democrat,Hillary Clinton,2,0.5
8482,Maine,ME,Greenwood,Democrat,Hillary Clinton,1,0.5
8484,Maine,ME,Guilford,Democrat,Hillary Clinton,1,0.333
8486,Maine,ME,Hallowell,Democrat,Hillary Clinton,5,0.417
8488,Maine,ME,Hamlin,Democrat,Hillary Clinton,0,0.0
8490,Maine,ME,Hammond,Democrat,Hillary Clinton,0,0.0
8492,Maine,ME,Hampden,Democrat,Hillary Clinton,7,0.389
8494,Maine,ME,Hancock,Democrat,Hillary Clinton,2,0.4
8496,Maine,ME,Hanover,Democrat,Hillary Clinton,0,0.0
8498,Maine,ME,Harmony,Democrat,Hillary Clinton,1,0.5
8500,Maine,ME,Harpswell,Democrat,Hillary Clinton,8,0.421
8502,Maine,ME,Harrington,Democrat,Hillary Clinton,1,0.5
8504,Maine,ME,Harrison,Democrat,Hillary Clinton,2,0.333
8506,Maine,ME,Hartford,Democrat,Hillary Clinton,1,0.5
8508,Maine,ME,Hartland,Democrat,Hillary Clinton,2,0.667
8510,Maine,ME,Haynesville,Democrat,Hillary Clinton,0,0.0
8512,Maine,ME,Hebron,Democrat,Hillary Clinton,1,0.333
8514,Maine,ME,Hermon,Democrat,Hillary Clinton,3,0.273
8516,Maine,ME,Hersey,Democrat,Hillary Clinton,0,0.0
8518,Maine,ME,Highland Plt.,Democrat,Hillary Clinton,0,0.0
8520,Maine,ME,Hiram,Democrat,Hillary Clinton,1,0.333
8522,Maine,ME,Hodgdon,Democrat,Hillary Clinton,0,0.0
8524,Maine,ME,Holden,Democrat,Hillary Clinton,2,0.25
8526,Maine,ME,Hollis,Democrat,Hillary Clinton,3,0.3
8528,Maine,ME,Hope,Democrat,Hillary Clinton,1,0.2
8530,Maine,ME,Houlton,Democrat,Hillary Clinton,4,0.364
8532,Maine,ME,Howland,Democrat,Hillary Clinton,2,0.667
8534,Maine,ME,Hudson,Democrat,Hillary Clinton,1,0.5
8536,Maine,ME,Indian Township Vtng Dst,Democrat,Hillary Clinton,0,0.0
8538,Maine,ME,Industry,Democrat,Hillary Clinton,0,0.0
8540,Maine,ME,Island Falls,Democrat,Hillary Clinton,0,0.0
8542,Maine,ME,Isle Au Haut,Democrat,Hillary Clinton,0,0.0
8544,Maine,ME,Islesboro,Democrat,Hillary Clinton,1,0.333
8546,Maine,ME,Jackman,Democrat,Hillary Clinton,0,0.0
8548,Maine,ME,Jackson,Democrat,Hillary Clinton,0,0.0
8550,Maine,ME,Jay,Democrat,Hillary Clinton,6,0.5
8552,Maine,ME,Jefferson,Democrat,Hillary Clinton,3,0.5
8554,Maine,ME,Jonesboro,Democrat,Hillary Clinton,0,0.0
8556,Maine,ME,Jonesport,Democrat,Hillary Clinton,1,0.333
8558,Maine,ME,Kenduskeag,Democrat,Hillary Clinton,1,0.5
8560,Maine,ME,Kennebunk,Democrat,Hillary Clinton,15,0.405
8562,Maine,ME,Kennebunkport,Democrat,Hillary Clinton,5,0.417
8564,Maine,ME,Kingfield,Democrat,Hillary Clinton,1,0.333
8566,Maine,ME,Kingsbury Plt.,Democrat,Hillary Clinton,0,0.0
8568,Maine,ME,Kittery,Democrat,Hillary Clinton,0,0.0
8570,Maine,ME,Knox,Democrat,Hillary Clinton,0,0.0
8572,Maine,ME,LaGrange,Democrat,Hillary Clinton,1,0.5
8574,Maine,ME,Lake View Plt.,Democrat,Hillary Clinton,0,0.0
8576,Maine,ME,Lakeville,Democrat,Hillary Clinton,1,1.0
8578,Maine,ME,Lamoine,Democrat,Hillary Clinton,2,0.4
8580,Maine,ME,Lebanon,Democrat,Hillary Clinton,3,0.375
8582,Maine,ME,Lee,Democrat,Hillary Clinton,0,0.0
8584,Maine,ME,Leeds,Democrat,Hillary Clinton,1,0.25
8586,Maine,ME,Levant,Democrat,Hillary Clinton,1,0.25
8588,Maine,ME,Lewiston,Democrat,Hillary Clinton,28,0.384
8590,Maine,ME,Liberty,Democrat,Hillary Clinton,1,0.333
8592,Maine,ME,Limerick,Democrat,Hillary Clinton,1,0.167
8594,Maine,ME,Limestone,Democrat,Hillary Clinton,1,0.25
8596,Maine,ME,Limington,Democrat,Hillary Clinton,2,0.286
8598,Maine,ME,Lincoln,Democrat,Hillary Clinton,4,0.444
8600,Maine,ME,Lincoln Plt.,Democrat,Hillary Clinton,0,0.0
8602,Maine,ME,Lincolnville,Democrat,Hillary Clinton,2,0.25
8604,Maine,ME,Linneus,Democrat,Hillary Clinton,0,0.0
8606,Maine,ME,Lisbon,Democrat,Hillary Clinton,5,0.294
8608,Maine,ME,Litchfield,Democrat,Hillary Clinton,3,0.375
8610,Maine,ME,Littleton,Democrat,Hillary Clinton,1,0.5
8612,Maine,ME,Livermore,Democrat,Hillary Clinton,2,0.4
8614,Maine,ME,Livermore Falls,Democrat,Hillary Clinton,2,0.333
8616,Maine,ME,Long Island,Democrat,Hillary Clinton,0,0.0
8618,Maine,ME,Lovell,Democrat,Hillary Clinton,1,0.333
8620,Maine,ME,Lowell,Democrat,Hillary Clinton,0,0.0
8622,Maine,ME,Lubec,Democrat,Hillary Clinton,2,0.4
8624,Maine,ME,Ludlow,Democrat,Hillary Clinton,0,0.0
8626,Maine,ME,Lyman,Democrat,Hillary Clinton,1,0.111
8628,Maine,ME,Machias,Democrat,Hillary Clinton,1,0.25
8630,Maine,ME,Machiasport,Democrat,Hillary Clinton,1,0.5
8632,Maine,ME,Macwahoc Plt.,Democrat,Hillary Clinton,0,0.0
8634,Maine,ME,Madawaska,Democrat,Hillary Clinton,8,0.533
8636,Maine,ME,Madison,Democrat,Hillary Clinton,5,0.455
8638,Maine,ME,Magalloway Plt.,Democrat,Hillary Clinton,0,0.0
8640,Maine,ME,Manchester,Democrat,Hillary Clinton,4,0.5
8642,Maine,ME,Mapleton,Democrat,Hillary Clinton,2,0.5
8644,Maine,ME,Mariaville,Democrat,Hillary Clinton,0,0.0
8646,Maine,ME,Mars Hill,Democrat,Hillary Clinton,1,0.5
8648,Maine,ME,Marshfield,Democrat,Hillary Clinton,0,0.0
8650,Maine,ME,Masardis,Democrat,Hillary Clinton,1,1.0
8652,Maine,ME,Matinicus Isle Plt.,Democrat,Hillary Clinton,0,0.0
8654,Maine,ME,Mattawamkeag,Democrat,Hillary Clinton,0,0.0
8656,Maine,ME,Maxfield,Democrat,Hillary Clinton,0,0.0
8658,Maine,ME,Mechanic Falls,Democrat,Hillary Clinton,2,0.333
8660,Maine,ME,Meddybemps,Democrat,Hillary Clinton,0,0.0
8662,Maine,ME,Medford,Democrat,Hillary Clinton,0,0.0
8664,Maine,ME,Medway,Democrat,Hillary Clinton,1,0.25
8666,Maine,ME,Mercer,Democrat,Hillary Clinton,1,0.5
8668,Maine,ME,Merrill,Democrat,Hillary Clinton,0,0.0
8670,Maine,ME,Mexico,Democrat,Hillary Clinton,1,0.167
8672,Maine,ME,Milbridge,Democrat,Hillary Clinton,1,0.333
8674,Maine,ME,Milford,Democrat,Hillary Clinton,3,0.375
8676,Maine,ME,Millinocket,Democrat,Hillary Clinton,8,0.571
8678,Maine,ME,Milo,Democrat,Hillary Clinton,2,0.4
8680,Maine,ME,Minot,Democrat,Hillary Clinton,2,0.4
8682,Maine,ME,Monhegan Plt.,Democrat,Hillary Clinton,0,0.0
8684,Maine,ME,Monmouth,Democrat,Hillary Clinton,4,0.444
8686,Maine,ME,Monroe,Democrat,Hillary Clinton,0,0.0
8688,Maine,ME,Monson,Democrat,Hillary Clinton,1,0.5
8690,Maine,ME,Monticello,Democrat,Hillary Clinton,1,0.5
8692,Maine,ME,Montville,Democrat,Hillary Clinton,0,0.0
8694,Maine,ME,Moose River,Democrat,Hillary Clinton,0,0.0
8696,Maine,ME,Moro Plt.,Democrat,Hillary Clinton,0,0.0
8698,Maine,ME,Morrill,Democrat,Hillary Clinton,1,0.5
